PROTID	m.ID	concat.id	KO.1	KO.GENE.1	DESCRIPTION.1	KO.EC.1	SCORE.KO.1	KO.2	KO.GENE.2	DESCRIPTION.2	SCORE.KO.2		KO.ALL	MET.PATH.1	MET.PATH.2	UNIPROT.ID	UNIPROT.DESC	Ca_BIND	GO.ONTOLOGY	BP.GO.ONTOLOGY
lcl|c243020_g2_i5|m.30523	m.30523	* [] (m.30523)		ARHGEF25	 Rho guanine nucleotide exchange factor 25		19	K08810			11		K20690							
lcl|c243045_g1_i1|m.30553	m.30553	 regulator of nonsense transcripts 1  [UPF1] (m.30553)	K14326	UPF1	 regulator of nonsense transcripts 1 	[EC:3.6.4.-]	620						K14326	"RNA transport, mRNA surveillance pathway"		A0A3M6UEA3	Uncharacterized protein		"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; zinc ion binding [GO:0008270]; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay [GO:0000184]"
lcl|c243059_g4_i3|m.30568	m.30568	 translation initiation factor 4H [EIF4H] (m.30568)	K24086	EIF4H	 translation initiation factor 4H		57						K24086							
lcl|c243085_g1_i3|m.30591	m.30591	* [] (m.30591)					101	K22017			1		K22017			A0A2B4R6J9	Aggrecan core protein		carbohydrate binding [GO:0030246]; nucleic acid binding [GO:0003676]; cell adhesion [GO:0007155]	cell adhesion [GO:0007155]
lcl|c243086_g4_i2|m.30593	m.30593	 peroxiredoxin 5  [PRDX5] (m.30593)	K11187	PRDX5	 peroxiredoxin 5 	[EC:1.11.1.24]	115						K11187	Peroxisome		A7SG98	Peroxiredoxin (EC 1.11.1.15)		cell [GO:0005623]; cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; peroxisome [GO:0005777]; thioredoxin peroxidase activity [GO:0008379]; cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]	cell redox homeostasis [GO:0045454]; cellular response to oxidative stress [GO:0034599]; hydrogen peroxide catabolic process [GO:0042744]
lcl|c243097_g5_i3|m.30604	m.30604	 nucleolysin TIA-1/TIAR [TIA1] (m.30604)	K13201	TIA1	 nucleolysin TIA-1/TIAR		20						K13201							
lcl|c243099_g2_i7|m.30616	m.30616	" steroidogenic acute regulatory protein, mitochondrial* [STAR] (m.30616)"					7	K16931	STAR	" steroidogenic acute regulatory protein, mitochondrial"	1		K16931		"Cholesterol metabolism, Ovarian steroidogenesis, Aldosterone synthesis and secretion, Cortisol synthesis and secretion, Cushing syndrome"					
lcl|c243112_g2_i2|m.30632	m.30632	 perforin 1* [PRF1] (m.30632)					6	K07818	PRF1	 perforin 1	3		K07818		"Apoptosis, Natural killer cell mediated cytotoxicity, Type I diabetes mellitus, Autoimmune thyroid disease, Allograft rejection, Graft-versus-host disease, Viral myocarditis"					
lcl|c243117_g1_i1|m.30639	m.30639	 neogenin* [NEO1] (m.30639)					2	K06766	NEO1	 neogenin	1		K06766		"Axon guidance, Cell adhesion molecules, TGF-beta signaling pathway"	A0A2B4RNG0	Sortilin-related receptor		integral component of membrane [GO:0016021]	
lcl|c243136_g1_i1|m.30659	m.30659	* [] (m.30659)																		
lcl|c243149_g1_i2|m.30670	m.30670	 20S proteasome subunit beta 4  [PSMB2] (m.30670)	K02734	PSMB2	 20S proteasome subunit beta 4 	[EC:3.4.25.1]	142						K02734	"Proteasome, Alzheimer disease, Parkinson disease, Amyotrophic lateral sclerosis, Huntington disease, Spinocerebellar ataxia"		A0A2B4RU76	Proteasome subunit beta (EC 3.4.25.1)		cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex [GO:0005839]; threonine-type endopeptidase activity [GO:0004298]; proteolysis involved in cellular protein catabolic process [GO:0051603]	proteolysis involved in cellular protein catabolic process [GO:0051603]
lcl|c243154_g1_i1|m.30688	m.30688	* [] (m.30688)					52	K18266			18		K18266			A0A3M6TSH4	Uncharacterized protein			
lcl|c243178_g2_i2|m.30695	m.30695	 lamin B [LMNB] (m.30695)	K07611	LMNB	 lamin B		118						K07611	"Apoptosis, Apoptosis - fly"						
lcl|c243222_g3_i1|m.30722	m.30722	 tolloid-like protein 2  [TLL2] (m.30722)	K13047	TLL2	 tolloid-like protein 2 	[EC:3.4.24.-]	37						K13047			A0A3M6U9L6	Uncharacterized protein		serine-type endopeptidase activity [GO:0004252]	
lcl|c243228_g1_i1|m.30729	m.30729	 poly(U)-binding-splicing factor PUF60 [PUF60] (m.30729)	K12838	PUF60	 poly(U)-binding-splicing factor PUF60		263						K12838	Spliceosome		A0A2B4RT25	Poly(U)-binding-splicing factor PUF60		RNA binding [GO:0003723]	
lcl|c243234_g1_i2|m.30739	m.30739	* [] (m.30739)																		
lcl|c243269_g3_i1|m.30762	m.30762	* [] (m.30762)					141													
lcl|c243293_g1_i5|m.30787	m.30787	Fibrillar collagen NC1 domain-containing protein (Fragment)* [] (m.30787)														A0A3M6US04	Fibrillar collagen NC1 domain-containing protein (Fragment)		extracellular matrix structural constituent [GO:0005201]	
lcl|c243308_g5_i1|m.30798	m.30798	 FAS-associated factor 2 [FAF2] (m.30798)	K18726	FAF2	 FAS-associated factor 2		64						K18726			A0A2B4SWP3	FAS-associated factor 2-B			
lcl|c243326_g1_i1|m.30823	m.30823	* [] (m.30823)					11	K17341			9		K17341			A0A1V0CMI0	TSP-1 and VWA domain-containing protein		integral component of membrane [GO:0016021]	
lcl|c243349_g1_i4|m.30872	m.30872	 very long chain acyl-CoA dehydrogenase  [ACADVL] (m.30872)	K09479	ACADVL	 very long chain acyl-CoA dehydrogenase 	[EC:1.3.8.9]	38						K09479	"Fatty acid degradation, Fatty acid metabolism, Metabolic pathways"		A0A3M6T6K4	Uncharacterized protein		acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	
lcl|c243357_g2_i4|m.30881	m.30881	* [] (m.30881)					325													
lcl|c243371_g1_i1|m.30909	m.30909	 dynamin 1-like protein  [DNM1L] (m.30909)	K17065	DNM1L	 dynamin 1-like protein 	[EC:3.6.5.5]	104						K17065	"Mitophagy - yeast, Apoptosis - fly, Necroptosis, NOD-like receptor signaling pathway, TNF signaling pathway"		A0A3M6TM85	GED domain-containing protein		GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
lcl|c243393_g3_i1|m.30930	m.30930	 Ras-related protein Rab-1A [RAB1A] (m.30930)	K07874	RAB1A	 Ras-related protein Rab-1A		110						K07874	"Autophagy - animal, Amyotrophic lateral sclerosis, Pathogenic Escherichia coli infection, Legionellosis"		A0A2B4SBD0	NAD(P)(+)--arginine ADP-ribosyltransferase (EC 2.4.2.31) (Mono(ADP-ribosyl)transferase)		GTP binding [GO:0005525]; GTPase activity [GO:0003924]; NAD(P)+-protein-arginine ADP-ribosyltransferase activity [GO:0003956]; protein ADP-ribosylation [GO:0006471]	protein ADP-ribosylation [GO:0006471]
lcl|c243397_g1_i1|m.30938	m.30938	 chymotrypsin C  [CTRC] (m.30938)	K01311	CTRC	 chymotrypsin C 	[EC:3.4.21.2]	32						K01311			A0A3M6TQ50	Uncharacterized protein		serine-type endopeptidase activity [GO:0004252]	
lcl|c243402_g1_i3|m.30942	m.30942	* [] (m.30942)		KLHL2_3	 kelch-like protein 2/3		85	K10454			6		K10443							
lcl|c243406_g1_i1|m.30946	m.30946	Predicted protein (Fragment)* [] (m.30946)														A7RQ21	Predicted protein (Fragment)		cell-cell junction [GO:0005911]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; cell-cell adhesion [GO:0098609]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	cell-cell adhesion [GO:0098609]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
lcl|c243409_g2_i4|m.30952	m.30952	integral component of membrane [GO:0016021]; oxidation-reduction process [GO:0055114]** [] (m.30952)					42									A0A3M6TKR8	Uncharacterized protein		integral component of membrane [GO:0016021]; oxidation-reduction process [GO:0055114]	oxidation-reduction process [GO:0055114]
lcl|c243413_g2_i1|m.30960	m.30960	 SCY1-like protein 1 [SCYL1] (m.30960)	K08876	SCYL1	 SCY1-like protein 1		340						K08876			A0A2B4RKV8	N-terminal kinase-like protein		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	
lcl|c243429_g2_i2|m.30976	m.30976	* [] (m.30976)		ADAMTS6	 a disintegrin and metalloproteinase with thrombospondin motifs 6 	[EC:3.4.24.-]	88	K08625			8		K08621			A0A3M6T6E5	Uncharacterized protein		calcium ion binding [GO:0005509]; metalloendopeptidase activity [GO:0004222]	
lcl|c243458_g1_i2|m.30995	m.30995	* [] (m.30995)		MYOF	 myoferlin		109	K18261			13		K22125							
lcl|c243491_g1_i1|m.31025	m.31025	" Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein [ACAP] (m.31025)"	K12489	ACAP	" Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein"		31						K12489	Endocytosis		A0A2B4SU30	"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2"		GTPase activator activity [GO:0005096]; metal ion binding [GO:0046872]	
lcl|c243493_g3_i2|m.31028	m.31028	Arylsulfatase B* [] (m.31028)														A0A2B4STU2	Arylsulfatase B		sulfuric ester hydrolase activity [GO:0008484]	
lcl|c243503_g5_i1|m.31038	m.31038	 glycyl-tRNA synthetase  [GARS] (m.31038)	K01880	GARS	 glycyl-tRNA synthetase 	[EC:6.1.1.14]	433						K01880	Aminoacyl-tRNA biosynthesis		A7RRU7	Predicted protein		cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]	glycyl-tRNA aminoacylation [GO:0006426]; mitochondrial glycyl-tRNA aminoacylation [GO:0070150]
lcl|c243506_g1_i6|m.31041	m.31041	 arachidonate 5-lipoxygenase  [ALOX5] (m.31041)	K00461	ALOX5	 arachidonate 5-lipoxygenase 	[EC:1.13.11.34]	385						K00461	"Fc epsilon RI signaling pathway, Arachidonic acid metabolism, Metabolic pathways, Serotonergic synapse, Ovarian steroidogenesis, Toxoplasmosis"		A0A2B4SHL8	Allene oxide synthase-lipoxygenase protein		"catalase activity [GO:0004096]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]"	
lcl|c243516_g2_i1|m.31047	m.31047	Predicted protein* [] (m.31047)														A7RT95	Predicted protein		integral component of membrane [GO:0016021]	
lcl|c243516_g2_i2|m.31048	m.31048	Roundabout-like 1* [] (m.31048)														A0A2B4RNV0	Roundabout-like 1		integral component of membrane [GO:0016021]	
lcl|c243527_g1_i1|m.31049	m.31049	* [] (m.31049)					6	K19899			5		K19899							
lcl|c243527_g2_i1|m.31051	m.31051	* [] (m.31051)					4	K17341			2		K17341							
lcl|c243541_g3_i2|m.31058	m.31058	* [] (m.31058)		TEK	 endothelial-specific receptor tyrosine kinase 	[EC:2.7.10.1]	18	K05120			7		K05121			A0A3M6UM47	Uncharacterized protein		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	
lcl|c243554_g1_i5|m.31071	m.31071	 chaperonin GroES [groES] (m.31071)	K04078	groES	 chaperonin GroES		33						K04078			A7RHS8	Predicted protein		mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; chaperone binding [GO:0051087]; metal ion binding [GO:0046872]; unfolded protein binding [GO:0051082]; chaperone cofactor-dependent protein refolding [GO:0051085]	chaperone cofactor-dependent protein refolding [GO:0051085]
lcl|c243566_g1_i1|m.31077	m.31077	 proto-oncogene tyrosine-protein kinase Ret  [RET] (m.31077)	K05126	RET	 proto-oncogene tyrosine-protein kinase Ret 	[EC:2.7.10.1]	14						K05126	"Pathways in cancer, Thyroid cancer, Central carbon metabolism in cancer"		A0A2B4RDD1	Tyrosine kinase receptor Cad96Ca		integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	
lcl|c243578_g4_i1|m.31087	m.31087	 protocadherin Fat 1/2/3 [FAT1_2_3] (m.31087)	K16506	FAT1_2_3	 protocadherin Fat 1/2/3		1436						K16506			A0A3M6UPN1	Uncharacterized protein		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]
lcl|c243591_g3_i1|m.31105	m.31105	BTB/POZ domain-containing protein KCTD21* [] (m.31105)														A0A2B4SMA1	BTB/POZ domain-containing protein KCTD21		protein homooligomerization [GO:0051260]	protein homooligomerization [GO:0051260]
lcl|c243613_g1_i1|m.31118	m.31118	* [] (m.31118)		BZRAP1	 peripheral-type benzodiazepine receptor-associated protein 1		169	K17591			8		K19922			A0A3M6TQZ0	Uncharacterized protein			
lcl|c243614_g4_i2|m.31123	m.31123	 RNA-binding protein 8A [RBM8A] (m.31123)	K12876	RBM8A	 RNA-binding protein 8A		106						K12876	"RNA transport, Spliceosome, mRNA surveillance pathway"		A0A3M6T5I0	RNA-binding protein 8A		cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; mRNA binding [GO:0003729]; mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; RNA splicing [GO:0008380]	mRNA processing [GO:0006397]; mRNA transport [GO:0051028]; RNA splicing [GO:0008380]
lcl|c243628_g3_i2|m.31151	m.31151	* [] (m.31151)					23	K17253			11		K17253			A0A2B4SPX5	Neurogenic locus Notch protein		integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	
lcl|c243632_g1_i1|m.31156	m.31156	 interleukin enhancer-binding factor 2 [ILF2] (m.31156)	K13089	ILF2	 interleukin enhancer-binding factor 2		184						K13089			A0A2B4RXJ2	Interleukin enhancer-binding factor 2-like		ATP binding [GO:0005524]; RNA binding [GO:0003723]; transferase activity [GO:0016740]; immune response [GO:0006955]	immune response [GO:0006955]
lcl|c243633_g2_i1|m.31165	m.31165	 heterogeneous nuclear ribonucleoprotein F/H [HNRNPF_H] (m.31165)	K12898	HNRNPF_H	 heterogeneous nuclear ribonucleoprotein F/H		40						K12898			A0A2B4SYU5	Heterogeneous nuclear ribonucleoprotein F		RNA binding [GO:0003723]	
lcl|c243633_g2_i1|m.31166	m.31166	 heterogeneous nuclear ribonucleoprotein F/H [HNRNPF_H] (m.31166)	K12898	HNRNPF_H	 heterogeneous nuclear ribonucleoprotein F/H		28						K12898			A0A3M6UC51	Uncharacterized protein		RNA binding [GO:0003723]	
lcl|c243643_g1_i1|m.31175	m.31175	 poly  [PARP7S] (m.31175)	K15259	PARP7S	 poly 	ADP-ribose] polymerase 7/11/12/13 	181						K15259			A0A3M6TWN8	Uncharacterized protein		NAD+ ADP-ribosyltransferase activity [GO:0003950]; zinc ion binding [GO:0008270]	
lcl|c243652_g1_i2|m.31190	m.31190	 amphiphysin* [AMPH] (m.31190)					56	K12562	AMPH	 amphiphysin	1		K12562		"Endocytosis, Fc gamma R-mediated phagocytosis"					
lcl|c243654_g1_i2|m.31195	m.31195	* [] (m.31195)		CA	 carbonic anhydrase 	[EC:4.2.1.1]	41	K18245			41		K01672			B7T142	Alpha-carbonic anhydrase domain-containing protein		carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	
lcl|c243654_g1_i2|m.31196	m.31196	 cation-dependent mannose-6-phosphate receptor* [M6PR] (m.31196)					9	K10089	M6PR	 cation-dependent mannose-6-phosphate receptor	2		K10089		"Lysosome, Phagosome, Salmonella infection"	A0A2B4RBH5	Uncharacterized protein			
lcl|c243671_g5_i1|m.31222	m.31222	 [] (m.31222)	K23796				68						K23796			A0A2B4SK31	Pleckstrin-likey domain-containing family A member 1			
lcl|c243673_g1_i1|m.31225	m.31225	 heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]* [pigA] (m.31225)					77	K07215	pigA	 heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]	1		K07215		Porphyrin and chlorophyll metabolism	A0A3M6V219	Uncharacterized protein			
lcl|c243675_g4_i3|m.31228	m.31228	 AP-2 complex subunit sigma-1 [AP2S1] (m.31228)	K11827	AP2S1	 AP-2 complex subunit sigma-1		128						K11827	"Endocytosis, Synaptic vesicle cycle, Endocrine and other factor-regulated calcium reabsorption, Huntington disease"		A0A3M6TU76	AP complex subunit sigma		AP-2 adaptor complex [GO:0030122]; clathrin adaptor activity [GO:0035615]; clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]	clathrin-dependent endocytosis [GO:0072583]; intracellular protein transport [GO:0006886]
lcl|c243724_g1_i1|m.31250	m.31250	 beta-galactosidase  [GLB1] (m.31250)	K12309	GLB1	 beta-galactosidase 	[EC:3.2.1.23]	288						K12309	"Glycosphingolipid biosynthesis - ganglio series, Lysosome, Sphingolipid metabolism, Other glycan degradation, Glycosaminoglycan degradation, Galactose metabolism, Metabolic pathways"						
lcl|c243727_g2_i1|m.31251	m.31251	* [] (m.31251)																		
lcl|c243765_g1_i1|m.31282	m.31282	 phenylalanyl-tRNA synthetase alpha chain  [FARSA] (m.31282)	K01889	FARSA	 phenylalanyl-tRNA synthetase alpha chain 	[EC:6.1.1.20]	311						K01889	Aminoacyl-tRNA biosynthesis		A0A3M6TK66	Uncharacterized protein (Fragment)		cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; phenylalanine-tRNA ligase activity [GO:0004826]; protein kinase activity [GO:0004672]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	phenylalanyl-tRNA aminoacylation [GO:0006432]
lcl|c243769_g1_i2|m.31285	m.31285	* [] (m.31285)					7	K04592			1		K04592							
lcl|c243774_g1_i2|m.31291	m.31291	 pericentriolar material 1 protein [PCM1] (m.31291)	K16537	PCM1	 pericentriolar material 1 protein		260						K16537			A0A2B4RBC0	Pericentriolar material 1 protein		centrosome [GO:0005813]; cilium assembly [GO:0060271]; microtubule anchoring at centrosome [GO:0034454]; protein localization to centrosome [GO:0071539]	cilium assembly [GO:0060271]; microtubule anchoring at centrosome [GO:0034454]; protein localization to centrosome [GO:0071539]
lcl|c243791_g1_i1|m.31323	m.31323	Sulfatase domain-containing protein* [] (m.31323)														A0A3M6USE6	Sulfatase domain-containing protein		sulfuric ester hydrolase activity [GO:0008484]	
lcl|c243799_g1_i1|m.31328	m.31328	 calcium/calmodulin-dependent serine protein kinase  [CASK] (m.31328)	K06103	CASK	 calcium/calmodulin-dependent serine protein kinase 	[EC:2.7.11.1]	499						K06103			A0A2B4RFT3	Peripheral plasma membrane protein CASK		ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	
lcl|c243813_g3_i2|m.31355	m.31355	 neutrophil cytosolic factor 2 [NCF2] (m.31355)	K08010	NCF2	 neutrophil cytosolic factor 2		60						K08010	"Phagosome, Osteoclast differentiation, Leukocyte transendothelial migration, Leishmaniasis, Fluid shear stress and atherosclerosis"						
lcl|c243880_g1_i1|m.31456	m.31456	* [] (m.31456)																		
lcl|c243884_g3_i1|m.31457	m.31457	 charged multivesicular body protein 1 [CHMP1] (m.31457)	K12197	CHMP1	 charged multivesicular body protein 1		132						K12197	"Endocytosis, Necroptosis"		A0A2B4SZW9	Charged multivesicular body protein 1b		vacuolar transport [GO:0007034]	vacuolar transport [GO:0007034]
lcl|c243886_g5_i1|m.31459	m.31459	 G protein-coupled receptor kinase  [GRK4_5_6] (m.31459)	K08291	GRK4_5_6	 G protein-coupled receptor kinase 	[EC:2.7.11.16]	125						K08291	"Endocytosis, Chemokine signaling pathway, Hedgehog signaling pathway - fly, Morphine addiction"		A0A3M6UQ24	G protein-coupled receptor kinase (EC 2.7.11.-)		ATP binding [GO:0005524]; G protein-coupled receptor kinase activity [GO:0004703]; signal transduction [GO:0007165]	signal transduction [GO:0007165]
lcl|c243887_g1_i1|m.31460	m.31460	* [] (m.31460)		ACTL6A	 actin-like protein 6A		287	K11652			51		K11340			A0A3M6UVI9	Uncharacterized protein			
lcl|c243893_g1_i1|m.31474	m.31474	 aubergine [AUB] (m.31474)	K02156	AUB	 aubergine		238						K02156	Dorso-ventral axis formation						
lcl|c243905_g1_i1|m.31490	m.31490	 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase  [ABAT] (m.31490)	K13524	ABAT	 4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase 	[EC:2.6.1.19 2.6.1.22]	182						K13524	"Valine, leucine and isoleucine degradation, beta-Alanine metabolism, Alanine, aspartate and glutamate metabolism, Propanoate metabolism, Butanoate metabolism, GABAergic synapse, Metabolic pathways, Microbial metabolism in diverse environments"						
